ID,Hits,Misses,False Positives,Manual Count,Auto Count,Difference,Absolute Difference,Accuracy,Absolute Difference in Accuracy,Errors,Errors per MC,Threshold,Lower Hue,Upper Hue,Pixel Size
10005_1.1_01_ARC1,18,2,6,20,24,-4,4,1.200,0.200,8,0.400,Moments,50,109,110
10005_1.1_01_ARC1,18,2,3,20,21,-1,1,1.050,0.050,5,0.250,Moments,50,109,120
10005_1.1_01_ARC1,18,2,2,20,20,0,0,1.000,0.000,4,0.200,Moments,50,109,130
10005_1.1_01_ARC1,18,2,6,20,24,-4,4,1.200,0.200,8,0.400,Moments,50,113,100
10005_1.1_01_ARC1,18,2,6,20,24,-4,4,1.200,0.200,8,0.400,Moments,50,113,110
10005_1.1_01_ARC1,18,2,4,20,22,-2,2,1.100,0.100,6,0.300,Moments,50,113,120
10005_1.1_01_ARC1,18,2,4,20,22,-2,2,1.100,0.100,6,0.300,Moments,50,113,130
10005_1.1_01_ARC1,17,3,2,20,19,1,1,0.950,0.050,5,0.250,Moments,58,109,100
10005_1.1_01_ARC1,17,3,1,20,18,2,2,0.900,0.100,4,0.200,Moments,58,109,110
10005_1.1_01_ARC1,16,4,0,20,16,4,4,0.800,0.200,4,0.200,Moments,58,109,120
10005_1.1_01_ARC1,15,5,0,20,15,5,5,0.750,0.250,5,0.250,Moments,58,109,130
10005_1.1_01_ARC1,17,3,3,20,20,0,0,1.000,0.000,6,0.300,Moments,58,113,100
10005_1.1_01_ARC1,17,3,2,20,19,1,1,0.950,0.050,5,0.250,Moments,58,113,110
10005_1.1_01_ARC1,16,4,2,20,18,2,2,0.900,0.100,6,0.300,Moments,58,113,120
10005_1.1_01_ARC1,15,5,1,20,16,4,4,0.800,0.200,6,0.300,Moments,58,113,130
10005_1.1_01_ARC1,15,5,0,20,15,5,5,0.750,0.250,5,0.250,Moments,66,109,100
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,66,109,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,66,109,120
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,66,109,130
10005_1.1_01_ARC1,15,5,2,20,17,3,3,0.850,0.150,7,0.350,Moments,66,113,100
10005_1.1_01_ARC1,13,7,1,20,14,6,6,0.700,0.300,8,0.400,Moments,66,113,110
10005_1.1_01_ARC1,13,7,1,20,14,6,6,0.700,0.300,8,0.400,Moments,66,113,120
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,66,113,130
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,74,109,100
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,74,109,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,74,109,120
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Moments,74,109,130
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,74,113,100
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,74,113,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Moments,74,113,120
10005_1.1_01_ARC1,11,9,0,20,11,9,9,0.550,0.450,9,0.450,Moments,74,113,130
10005_1.1_01_ARC1,19,1,9,20,28,-8,8,1.400,0.400,10,0.500,Otsu,50,109,100
10005_1.1_01_ARC1,18,2,8,20,26,-6,6,1.300,0.300,10,0.500,Otsu,50,109,110
10005_1.1_01_ARC1,18,2,8,20,26,-6,6,1.300,0.300,10,0.500,Otsu,50,109,120
10005_1.1_01_ARC1,18,2,6,20,24,-4,4,1.200,0.200,8,0.400,Otsu,50,109,130
10005_1.1_01_ARC1,19,1,10,20,29,-9,9,1.450,0.450,11,0.550,Otsu,50,113,100
10005_1.1_01_ARC1,18,2,8,20,26,-6,6,1.300,0.300,10,0.500,Otsu,50,113,110
10005_1.1_01_ARC1,18,2,8,20,26,-6,6,1.300,0.300,10,0.500,Otsu,50,113,120
10005_1.1_01_ARC1,18,2,7,20,25,-5,5,1.250,0.250,9,0.450,Otsu,50,113,130
10005_1.1_01_ARC1,17,3,3,20,20,0,0,1.000,0.000,6,0.300,Otsu,58,109,100
10005_1.1_01_ARC1,17,3,3,20,20,0,0,1.000,0.000,6,0.300,Otsu,58,109,110
10005_1.1_01_ARC1,17,3,1,20,18,2,2,0.900,0.100,4,0.200,Otsu,58,109,120
10005_1.1_01_ARC1,16,4,0,20,16,4,4,0.800,0.200,4,0.200,Otsu,58,109,130
10005_1.1_01_ARC1,17,3,5,20,22,-2,2,1.100,0.100,8,0.400,Otsu,58,113,100
10005_1.1_01_ARC1,17,3,4,20,21,-1,1,1.050,0.050,7,0.350,Otsu,58,113,110
10005_1.1_01_ARC1,17,3,2,20,19,1,1,0.950,0.050,5,0.250,Otsu,58,113,120
10005_1.1_01_ARC1,16,4,2,20,18,2,2,0.900,0.100,6,0.300,Otsu,58,113,130
10005_1.1_01_ARC1,15,5,1,20,16,4,4,0.800,0.200,6,0.300,Otsu,66,109,100
10005_1.1_01_ARC1,14,6,0,20,14,6,6,0.700,0.300,6,0.300,Otsu,66,109,110
10005_1.1_01_ARC1,13,7,0,20,13,7,7,0.650,0.350,7,0.350,Otsu,66,109,120
10005_1.1_01_ARC1,13,7,0,20,13,7,7,0.650,0.350,7,0.350,Otsu,66,109,130
10005_1.1_01_ARC1,15,5,3,20,18,2,2,0.900,0.100,8,0.400,Otsu,66,113,100
10005_1.1_01_ARC1,14,6,2,20,16,4,4,0.800,0.200,8,0.400,Otsu,66,113,110
10005_1.1_01_ARC1,14,6,1,20,15,5,5,0.750,0.250,7,0.350,Otsu,66,113,120
10005_1.1_01_ARC1,14,6,1,20,15,5,5,0.750,0.250,7,0.350,Otsu,66,113,130
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,109,100
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,109,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,109,120
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,109,130
10005_1.1_01_ARC1,13,7,1,20,14,6,6,0.700,0.300,8,0.400,Otsu,74,113,100
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,113,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,113,120
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Otsu,74,113,130
10005_1.1_01_ARC1,20,0,56,20,76,-56,56,3.800,2.800,56,2.800,Triangle,50,109,100
10005_1.1_01_ARC1,19,1,51,20,70,-50,50,3.500,2.500,52,2.600,Triangle,50,109,110
10005_1.1_01_ARC1,19,1,46,20,65,-45,45,3.250,2.250,47,2.350,Triangle,50,109,120
10005_1.1_01_ARC1,19,1,40,20,59,-39,39,2.950,1.950,41,2.050,Triangle,50,109,130
10005_1.1_01_ARC1,20,0,62,20,82,-62,62,4.100,3.100,62,3.100,Triangle,50,113,100
10005_1.1_01_ARC1,19,1,56,20,75,-55,55,3.750,2.750,57,2.850,Triangle,50,113,110
10005_1.1_01_ARC1,19,1,52,20,71,-51,51,3.550,2.550,53,2.650,Triangle,50,113,120
10005_1.1_01_ARC1,19,1,43,20,62,-42,42,3.100,2.100,44,2.200,Triangle,50,113,130
10005_1.1_01_ARC1,17,3,40,20,57,-37,37,2.850,1.850,43,2.150,Triangle,58,109,100
10005_1.1_01_ARC1,17,3,34,20,51,-31,31,2.550,1.550,37,1.850,Triangle,58,109,110
10005_1.1_01_ARC1,17,3,28,20,45,-25,25,2.250,1.250,31,1.550,Triangle,58,109,120
10005_1.1_01_ARC1,17,3,25,20,42,-22,22,2.100,1.100,28,1.400,Triangle,58,109,130
10005_1.1_01_ARC1,17,3,50,20,67,-47,47,3.350,2.350,53,2.650,Triangle,58,113,100
10005_1.1_01_ARC1,17,3,41,20,58,-38,38,2.900,1.900,44,2.200,Triangle,58,113,110
10005_1.1_01_ARC1,17,3,37,20,54,-34,34,2.700,1.700,40,2.000,Triangle,58,113,120
10005_1.1_01_ARC1,17,3,30,20,47,-27,27,2.350,1.350,33,1.650,Triangle,58,113,130
10005_1.1_01_ARC1,15,5,31,20,46,-26,26,2.300,1.300,36,1.800,Triangle,66,109,100
10005_1.1_01_ARC1,14,6,23,20,37,-17,17,1.850,0.850,29,1.450,Triangle,66,109,110
10005_1.1_01_ARC1,14,6,19,20,33,-13,13,1.650,0.650,25,1.250,Triangle,66,109,120
10005_1.1_01_ARC1,14,6,14,20,28,-8,8,1.400,0.400,20,1.000,Triangle,66,109,130
10005_1.1_01_ARC1,15,5,39,20,54,-34,34,2.700,1.700,44,2.200,Triangle,66,113,100
10005_1.1_01_ARC1,14,6,32,20,46,-26,26,2.300,1.300,38,1.900,Triangle,66,113,110
10005_1.1_01_ARC1,14,6,26,20,40,-20,20,2.000,1.000,32,1.600,Triangle,66,113,120
10005_1.1_01_ARC1,14,6,19,20,33,-13,13,1.650,0.650,25,1.250,Triangle,66,113,130
10005_1.1_01_ARC1,14,6,19,20,33,-13,13,1.650,0.650,25,1.250,Triangle,74,109,100
10005_1.1_01_ARC1,14,6,17,20,31,-11,11,1.550,0.550,23,1.150,Triangle,74,109,110
10005_1.1_01_ARC1,14,6,11,20,25,-5,5,1.250,0.250,17,0.850,Triangle,74,109,120
10005_1.1_01_ARC1,13,7,8,20,21,-1,1,1.050,0.050,15,0.750,Triangle,74,109,130
10005_1.1_01_ARC1,14,6,29,20,43,-23,23,2.150,1.150,35,1.750,Triangle,74,113,100
10005_1.1_01_ARC1,14,6,24,20,38,-18,18,1.900,0.900,30,1.500,Triangle,74,113,110
10005_1.1_01_ARC1,14,6,19,20,33,-13,13,1.650,0.650,25,1.250,Triangle,74,113,120
10005_1.1_01_ARC1,14,6,15,20,29,-9,9,1.450,0.450,21,1.050,Triangle,74,113,130
10005_1.1_01_ARC1,15,5,0,20,15,5,5,0.750,0.250,5,0.250,Intermodes,50,109,100
10005_1.1_01_ARC1,15,5,0,20,15,5,5,0.750,0.250,5,0.250,Intermodes,50,109,110
10005_1.1_01_ARC1,15,5,0,20,15,5,5,0.750,0.250,5,0.250,Intermodes,50,109,120
10005_1.1_01_ARC1,14,6,0,20,14,6,6,0.700,0.300,6,0.300,Intermodes,50,109,130
10005_1.1_01_ARC1,15,5,1,20,16,4,4,0.800,0.200,6,0.300,Intermodes,50,113,100
10005_1.1_01_ARC1,15,5,1,20,16,4,4,0.800,0.200,6,0.300,Intermodes,50,113,110
10005_1.1_01_ARC1,15,5,0,20,15,5,5,0.750,0.250,5,0.250,Intermodes,50,113,120
10005_1.1_01_ARC1,14,6,0,20,14,6,6,0.700,0.300,6,0.300,Intermodes,50,113,130
10005_1.1_01_ARC1,14,6,0,20,14,6,6,0.700,0.300,6,0.300,Intermodes,58,109,100
10005_1.1_01_ARC1,13,7,0,20,13,7,7,0.650,0.350,7,0.350,Intermodes,58,109,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Intermodes,58,109,120
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Intermodes,58,109,130
10005_1.1_01_ARC1,14,6,0,20,14,6,6,0.700,0.300,6,0.300,Intermodes,58,113,100
10005_1.1_01_ARC1,14,6,0,20,14,6,6,0.700,0.300,6,0.300,Intermodes,58,113,110
10005_1.1_01_ARC1,12,8,0,20,12,8,8,0.600,0.400,8,0.400,Intermodes,58,113,120
10005_1.1_01_ARC1,11,9,0,20,11,9,9,0.550,0.450,9,0.450,Intermodes,58,113,130
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Intermodes,66,109,100
10005_1.1_01_ARC1,9,11,0,20,9,11,11,0.450,0.550,11,0.550,Intermodes,66,109,110
10005_1.1_01_ARC1,8,12,0,20,8,12,12,0.400,0.600,12,0.600,Intermodes,66,109,120
10005_1.1_01_ARC1,7,13,0,20,7,13,13,0.350,0.650,13,0.650,Intermodes,66,109,130
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Intermodes,66,113,100
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Intermodes,66,113,110
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Intermodes,66,113,120
10005_1.1_01_ARC1,10,10,0,20,10,10,10,0.500,0.500,10,0.500,Intermodes,66,113,130
10005_1.1_01_ARC1,8,12,0,20,8,12,12,0.400,0.600,12,0.600,Intermodes,74,109,100
10005_1.1_01_ARC1,7,13,0,20,7,13,13,0.350,0.650,13,0.650,Intermodes,74,109,110
10005_1.1_01_ARC1,7,13,0,20,7,13,13,0.350,0.650,13,0.650,Intermodes,74,109,120
10005_1.1_01_ARC1,7,13,0,20,7,13,13,0.350,0.650,13,0.650,Intermodes,74,109,130
10005_1.1_01_ARC1,9,11,0,20,9,11,11,0.450,0.550,11,0.550,Intermodes,74,113,100
10005_1.1_01_ARC1,8,12,0,20,8,12,12,0.400,0.600,12,0.600,Intermodes,74,113,110
10005_1.1_01_ARC1,8,12,0,20,8,12,12,0.400,0.600,12,0.600,Intermodes,74,113,120
10005_1.1_01_ARC1,8,12,0,20,8,12,12,0.400,0.600,12,0.600,Intermodes,74,113,130
