ID,Hits,Misses,False Positives,Manual Count,Auto Count,Difference,Absolute Difference,Accuracy,Absolute Difference in Accuracy,Errors,Errors per MC,Threshold,Lower Hue,Upper Hue,Pixel Size
10003_1.1_01_ARC1,21,6,0,27,21,6,6,0.778,0.222,6,0.222,MaxEntropy,50,109,100
10003_1.1_01_ARC1,20,7,0,27,20,7,7,0.741,0.259,7,0.259,MaxEntropy,50,109,110
10003_1.1_01_ARC1,18,9,0,27,18,9,9,0.667,0.333,9,0.333,MaxEntropy,50,109,120
10003_1.1_01_ARC1,17,10,0,27,17,10,10,0.630,0.370,10,0.370,MaxEntropy,50,109,130
10003_1.1_01_ARC1,21,6,0,27,21,6,6,0.778,0.222,6,0.222,MaxEntropy,50,113,100
10003_1.1_01_ARC1,21,6,0,27,21,6,6,0.778,0.222,6,0.222,MaxEntropy,50,113,110
10003_1.1_01_ARC1,19,8,0,27,19,8,8,0.704,0.296,8,0.296,MaxEntropy,50,113,120
10003_1.1_01_ARC1,18,9,0,27,18,9,9,0.667,0.333,9,0.333,MaxEntropy,50,113,130
10003_1.1_01_ARC1,17,10,0,27,17,10,10,0.630,0.370,10,0.370,MaxEntropy,58,109,100
10003_1.1_01_ARC1,14,13,0,27,14,13,13,0.519,0.481,13,0.481,MaxEntropy,58,109,110
10003_1.1_01_ARC1,11,16,0,27,11,16,16,0.407,0.593,16,0.593,MaxEntropy,58,109,120
10003_1.1_01_ARC1,8,19,0,27,8,19,19,0.296,0.704,19,0.704,MaxEntropy,58,109,130
10003_1.1_01_ARC1,17,10,0,27,17,10,10,0.630,0.370,10,0.370,MaxEntropy,58,113,100
10003_1.1_01_ARC1,15,12,0,27,15,12,12,0.556,0.444,12,0.444,MaxEntropy,58,113,110
10003_1.1_01_ARC1,12,15,0,27,12,15,15,0.444,0.556,15,0.556,MaxEntropy,58,113,120
10003_1.1_01_ARC1,9,18,0,27,9,18,18,0.333,0.667,18,0.667,MaxEntropy,58,113,130
10003_1.1_01_ARC1,6,21,0,27,6,21,21,0.222,0.778,21,0.778,MaxEntropy,66,109,100
10003_1.1_01_ARC1,5,22,0,27,5,22,22,0.185,0.815,22,0.815,MaxEntropy,66,109,110
